Row,SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,TJ,PeriodEndDate,Period
0,"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,996.039303,2023-12-31,2023
1,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,0.6866,2023-12-31,2023
2,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,4629.701637,2023-12-31,2023
3,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,3869.080956,2023-12-31,2023
4,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,6845.586127,2023-12-31,2023
5,Industrial,Construction,E,Fossil Fuels,Natural Gas,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,325.663145,2023-12-31,2023
6,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1.525033,2023-12-31,2023
7,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,252.124988,2023-12-31,2023
8,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,7.458367,2023-12-31,2023
9,Commercial,Local Government Administration,O753,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,3.952917,2023-12-31,2023
10,Commercial,Local Government Administration,O753,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,303.41474,2023-12-31,2023
11,Commercial,Local Government Administration,O753,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,29.650213,2023-12-31,2023
12,Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,6.745706,2023-12-31,2023
13,Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,80.901562,2023-12-31,2023
14,Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,64.787978,2023-12-31,2023
15,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.280744,2023-12-31,2023
16,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,171.695371,2023-12-31,2023
17,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,136.196397,2023-12-31,2023
18,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,30.687287,2023-12-31,2023
19,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,149.794409,2023-12-31,2023
20,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,40.461129,2023-12-31,2023
21,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1392.081571,2023-12-31,2023
22,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,74.342564,2023-12-31,2023
23,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,9.064589,2023-12-31,2023
24,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5.970336,2023-12-31,2023
25,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.031,2023-12-31,2023
26,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.326571,2023-12-31,2023
27,Commercial,Local Government Administration,O753,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,11.462619,2023-12-31,2023
28,Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,7.939952,2023-12-31,2023
29,Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,18.877966,2023-12-31,2023
30,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.216952,2023-12-31,2023
31,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5.731999,2023-12-31,2023
32,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,94.511058,2023-12-31,2023
33,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.69918,2023-12-31,2023
34,Commercial,Retail Trade - Food,G41,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,3.505709,2023-12-31,2023
35,Commercial,Retail Trade - Food,G41,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4.170311,2023-12-31,2023
36,Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.429281,2023-12-31,2023
37,Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.097145,2023-12-31,2023
38,Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.147854,2023-12-31,2023
39,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.095687,2023-12-31,2023
40,Industrial,Construction,E,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,,2023-12-31,2023
41,Industrial,Construction,E,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,6597.455637,2023-12-31,2023
42,Industrial,Mining,B,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,448.722332,2023-12-31,2023
43,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,71.13998,2023-12-31,2023
44,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,202.336977,2023-12-31,2023
45,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4.479521,2023-12-31,2023
46,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,38.932308,2023-12-31,2023
47,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,2.873137,2023-12-31,2023
48,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,155.51152,2023-12-31,2023
49,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,3.207291,2023-12-31,2023
50,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,872.121427,2023-12-31,2023
51,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,245.983216,2023-12-31,2023
52,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Refiners,Electronics and Lighting,Refiners,Non-Transport,290.314334,2023-12-31,2023
53,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Air Compressors,Electronics and Lighting,Compressed Air,Non-Transport,146.929585,2023-12-31,2023
54,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Fan Systems,Electronics and Lighting,Fans,Non-Transport,1303.341589,2023-12-31,2023
55,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,9.88172,2023-12-31,2023
56,Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,13.361535,2023-12-31,2023
57,Industrial,Construction,E,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,907.858012,2023-12-31,2023
58,Industrial,Construction,E,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,20.580737,2023-12-31,2023
59,Industrial,Construction,E,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,169.641496,2023-12-31,2023
60,Industrial,Construction,E,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,478.872645,2023-12-31,2023
61,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.568632,2023-12-31,2023
62,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,349.993316,2023-12-31,2023
63,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,383.342486,2023-12-31,2023
64,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,351.937803,2023-12-31,2023
65,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,849.680762,2023-12-31,2023
66,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,200.88363,2023-12-31,2023
67,Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,251.045371,2023-12-31,2023
68,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2023-12-31,2023
69,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2023-12-31,2023
70,Industrial,Dairy Product Manufacturing,C113,Renewables,Biogas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,43.968,2023-12-31,2023
71,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,105.062129,2023-12-31,2023
72,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,LPG,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,318.062183,2023-12-31,2023
73,Residential,Residential,Z001,Renewables,Wood,Heat/Cooling Devices,"Burner, with Wetback",Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1544.713577,2023-12-31,2023
74,Residential,Residential,Z001,Renewables,Wood,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5897.185418,2023-12-31,2023
75,Industrial,Primary Metal and Metal Product Manufacturing,C21,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Iron and Steel,Iron and Steel Manufacturing,Non-Transport,478.803098,2023-12-31,2023
76,Industrial,Primary Metal and Metal Product Manufacturing,C21,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,1296.967488,2023-12-31,2023
77,Industrial,Primary Metal and Metal Product Manufacturing,C21,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Industrial Ovens,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,202.021912,2023-12-31,2023
78,Industrial,Primary Metal and Metal Product Manufacturing,C21,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,37.621741,2023-12-31,2023
79,Industrial,Primary Metal and Metal Product Manufacturing,C21,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,6.801297,2023-12-31,2023
80,Commercial,Information Media and Telecommunications,J,Fossil Fuels,Natural Gas,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,19.069706,2023-12-31,2023
81,Residential,Residential,Z001,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Gas Water Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2932.063257,2023-12-31,2023
82,Residential,Residential,Z001,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3996.140539,2023-12-31,2023
83,Residential,Residential,Z001,Fossil Fuels,Natural Gas,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,276.182612,2023-12-31,2023
84,Industrial,Mining,B,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,10.050124,2023-12-31,2023
85,Industrial,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",C22-C24,Fossil Fuels,Coal,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,,2023-12-31,2023
86,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1710.688471,2023-12-31,2023
87,"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,7128.02553,2023-12-31,2023
88,"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3106.808542,2023-12-31,2023
89,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,48.298251,2023-12-31,2023
90,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1744.297389,2023-12-31,2023
91,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1095.336063,2023-12-31,2023
92,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,174.366638,2023-12-31,2023
93,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,1301.937877,2023-12-31,2023
94,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1164.983982,2023-12-31,2023
95,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,215.754177,2023-12-31,2023
96,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,306.28813,2023-12-31,2023
97,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Heat/Cooling Devices,HVAC,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,272.724103,2023-12-31,2023
98,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Electronics and Lights,Air Compressors,Electronics and Lighting,Compressed Air,Non-Transport,276.933663,2023-12-31,2023
99,Industrial,Dairy Product Manufacturing,C113,Electricity,Electricity,Electronics and Lights,Fan Systems,Electronics and Lighting,Fans,Non-Transport,1463.248327,2023-12-31,2023
100,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1399.080451,2023-12-31,2023
101,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,23.612807,2023-12-31,2023
102,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,2.2104,2023-12-31,2023
103,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.594084,2023-12-31,2023
104,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,157.151586,2023-12-31,2023
105,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Electricity,Electricity,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,167.268935,2023-12-31,2023
106,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,734.449043,2023-12-31,2023
107,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,7.43437,2023-12-31,2023
108,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,4.502753,2023-12-31,2023
109,Industrial,Furniture and Other Manufacturing,C25,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,712.117026,2023-12-31,2023
110,Industrial,Furniture and Other Manufacturing,C25,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,17.089794,2023-12-31,2023
111,Industrial,Furniture and Other Manufacturing,C25,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,69.947439,2023-12-31,2023
112,Industrial,Furniture and Other Manufacturing,C25,Electricity,Electricity,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,45.551603,2023-12-31,2023
113,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.39076,2023-12-31,2023
114,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,621.324099,2023-12-31,2023
115,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,73.45858,2023-12-31,2023
116,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,587.499882,2023-12-31,2023
117,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,247.087952,2023-12-31,2023
118,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,351.670597,2023-12-31,2023
119,Commercial,Information Media and Telecommunications,J,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,100.652961,2023-12-31,2023
120,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,100.530097,2023-12-31,2023
121,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,118.089,2023-12-31,2023
122,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,117.622422,2023-12-31,2023
123,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,1.445581,2023-12-31,2023
124,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1500.44824,2023-12-31,2023
125,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,878.370608,2023-12-31,2023
126,Industrial,Printing,C16,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,37.569035,2023-12-31,2023
127,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,4948.287008,2023-12-31,2023
